date,Month,Day,calender day,Day_C,Year ,item,TotalSales10
8/19/2014,8,19,Tuesday,2,2014,5,167
8/20/2014,8,20,Wednesday,3,2014,5,197
8/21/2014,8,21,Thursday,4,2014,5,172
8/22/2014,8,22,Friday,5,2014,5,209
8/23/2014,8,23,Saturday,6,2014,5,233
8/24/2014,8,24,Sunday,7,2014,5,221
8/25/2014,8,25,Monday,1,2014,5,164
8/26/2014,8,26,Tuesday,2,2014,5,195
8/27/2014,8,27,Wednesday,3,2014,5,175
8/28/2014,8,28,Thursday,4,2014,5,208
8/29/2014,8,29,Friday,5,2014,5,218
8/30/2014,8,30,Saturday,6,2014,5,220
8/31/2014,8,31,Sunday,7,2014,5,232
9/1/2014,9,1,Monday,1,2014,5,129
9/2/2014,9,2,Tuesday,2,2014,5,163
9/3/2014,9,3,Wednesday,3,2014,5,158
9/4/2014,9,4,Thursday,4,2014,5,183
9/5/2014,9,5,Friday,5,2014,5,193
9/6/2014,9,6,Saturday,6,2014,5,190
9/7/2014,9,7,Sunday,7,2014,5,224
9/8/2014,9,8,Monday,1,2014,5,160
9/9/2014,9,9,Tuesday,2,2014,5,168
9/10/2014,9,10,Wednesday,3,2014,5,173
9/11/2014,9,11,Thursday,4,2014,5,178
9/12/2014,9,12,Friday,5,2014,5,201
9/13/2014,9,13,Saturday,6,2014,5,216
9/14/2014,9,14,Sunday,7,2014,5,218
9/15/2014,9,15,Monday,1,2014,5,172
9/16/2014,9,16,Tuesday,2,2014,5,150
9/17/2014,9,17,Wednesday,3,2014,5,172
9/18/2014,9,18,Thursday,4,2014,5,162
9/19/2014,9,19,Friday,5,2014,5,180
9/20/2014,9,20,Saturday,6,2014,5,201
9/21/2014,9,21,Sunday,7,2014,5,233
9/22/2014,9,22,Monday,1,2014,5,152
9/23/2014,9,23,Tuesday,2,2014,5,179
9/24/2014,9,24,Wednesday,3,2014,5,172
9/25/2014,9,25,Thursday,4,2014,5,187
9/26/2014,9,26,Friday,5,2014,5,177
9/27/2014,9,27,Saturday,6,2014,5,199
9/28/2014,9,28,Sunday,7,2014,5,223
9/29/2014,9,29,Monday,1,2014,5,144
9/30/2014,9,30,Tuesday,2,2014,5,192
10/1/2014,10,1,Wednesday,3,2014,5,140
10/2/2014,10,2,Thursday,4,2014,5,183
10/3/2014,10,3,Friday,5,2014,5,184
10/4/2014,10,4,Saturday,6,2014,5,179
10/5/2014,10,5,Sunday,7,2014,5,183
10/6/2014,10,6,Monday,1,2014,5,144
10/7/2014,10,7,Tuesday,2,2014,5,154
10/8/2014,10,8,Wednesday,3,2014,5,162
10/9/2014,10,9,Thursday,4,2014,5,171
10/10/2014,10,10,Friday,5,2014,5,164
10/11/2014,10,11,Saturday,6,2014,5,182
10/12/2014,10,12,Sunday,7,2014,5,186
10/13/2014,10,13,Monday,1,2014,5,140
10/14/2014,10,14,Tuesday,2,2014,5,129
10/15/2014,10,15,Wednesday,3,2014,5,150
10/16/2014,10,16,Thursday,4,2014,5,147
10/17/2014,10,17,Friday,5,2014,5,179
10/18/2014,10,18,Saturday,6,2014,5,183
10/19/2014,10,19,Sunday,7,2014,5,227
10/20/2014,10,20,Monday,1,2014,5,161
10/21/2014,10,21,Tuesday,2,2014,5,163
10/22/2014,10,22,Wednesday,3,2014,5,144
10/23/2014,10,23,Thursday,4,2014,5,155
10/24/2014,10,24,Friday,5,2014,5,197
10/25/2014,10,25,Saturday,6,2014,5,207
10/26/2014,10,26,Sunday,7,2014,5,187
10/27/2014,10,27,Monday,1,2014,5,136
10/28/2014,10,28,Tuesday,2,2014,5,142
10/29/2014,10,29,Wednesday,3,2014,5,166
10/30/2014,10,30,Thursday,4,2014,5,154
10/31/2014,10,31,Friday,5,2014,5,174
11/1/2014,11,1,Saturday,6,2014,5,180
11/2/2014,11,2,Sunday,7,2014,5,210
11/3/2014,11,3,Monday,1,2014,5,175
11/4/2014,11,4,Tuesday,2,2014,5,147
11/5/2014,11,5,Wednesday,3,2014,5,163
11/6/2014,11,6,Thursday,4,2014,5,206
11/7/2014,11,7,Friday,5,2014,5,189
11/8/2014,11,8,Saturday,6,2014,5,209
11/9/2014,11,9,Sunday,7,2014,5,238
11/10/2014,11,10,Monday,1,2014,5,140
11/11/2014,11,11,Tuesday,2,2014,5,151
11/12/2014,11,12,Wednesday,3,2014,5,169
11/13/2014,11,13,Thursday,4,2014,5,178
11/14/2014,11,14,Friday,5,2014,5,213
11/15/2014,11,15,Saturday,6,2014,5,213
11/16/2014,11,16,Sunday,7,2014,5,238
11/17/2014,11,17,Monday,1,2014,5,125
11/18/2014,11,18,Tuesday,2,2014,5,200
11/19/2014,11,19,Wednesday,3,2014,5,187
11/20/2014,11,20,Thursday,4,2014,5,205
11/21/2014,11,21,Friday,5,2014,5,195
11/22/2014,11,22,Saturday,6,2014,5,171
11/23/2014,11,23,Sunday,7,2014,5,196
11/24/2014,11,24,Monday,1,2014,5,155
11/25/2014,11,25,Tuesday,2,2014,5,159
11/26/2014,11,26,Wednesday,3,2014,5,200
11/27/2014,11,27,Thursday,4,2014,5,177
11/28/2014,11,28,Friday,5,2014,5,200
11/29/2014,11,29,Saturday,6,2014,5,198
11/30/2014,11,30,Sunday,7,2014,5,229
12/1/2014,12,1,Monday,1,2014,5,88
12/2/2014,12,2,Tuesday,2,2014,5,125
12/3/2014,12,3,Wednesday,3,2014,5,121
12/4/2014,12,4,Thursday,4,2014,5,135
12/5/2014,12,5,Friday,5,2014,5,169
12/6/2014,12,6,Saturday,6,2014,5,111
12/7/2014,12,7,Sunday,7,2014,5,170
12/8/2014,12,8,Monday,1,2014,5,95
12/9/2014,12,9,Tuesday,2,2014,5,118
12/10/2014,12,10,Wednesday,3,2014,5,129
12/11/2014,12,11,Thursday,4,2014,5,111
12/12/2014,12,12,Friday,5,2014,5,148
12/13/2014,12,13,Saturday,6,2014,5,156
12/14/2014,12,14,Sunday,7,2014,5,140
12/15/2014,12,15,Monday,1,2014,5,111
12/16/2014,12,16,Tuesday,2,2014,5,101
12/17/2014,12,17,Wednesday,3,2014,5,121
12/18/2014,12,18,Thursday,4,2014,5,125
12/19/2014,12,19,Friday,5,2014,5,131
12/20/2014,12,20,Saturday,6,2014,5,155
12/21/2014,12,21,Sunday,7,2014,5,150
12/22/2014,12,22,Monday,1,2014,5,108
12/23/2014,12,23,Tuesday,2,2014,5,124
12/24/2014,12,24,Wednesday,3,2014,5,137
12/25/2014,12,25,Thursday,4,2014,5,139
12/26/2014,12,26,Friday,5,2014,5,136
12/27/2014,12,27,Saturday,6,2014,5,153
12/28/2014,12,28,Sunday,7,2014,5,160
12/29/2014,12,29,Monday,1,2014,5,112
12/30/2014,12,30,Tuesday,2,2014,5,113
12/31/2014,12,31,Wednesday,3,2014,5,105
1/1/2015,1,1,Thursday,4,2015,5,128
1/2/2015,1,2,Friday,5,2015,5,131
1/3/2015,1,3,Saturday,6,2015,5,135
1/4/2015,1,4,Sunday,7,2015,5,152
1/5/2015,1,5,Monday,1,2015,5,108
1/6/2015,1,6,Tuesday,2,2015,5,135
1/7/2015,1,7,Wednesday,3,2015,5,108
1/8/2015,1,8,Thursday,4,2015,5,141
1/9/2015,1,9,Friday,5,2015,5,141
1/10/2015,1,10,Saturday,6,2015,5,135
1/11/2015,1,11,Sunday,7,2015,5,158
1/12/2015,1,12,Monday,1,2015,5,103
1/13/2015,1,13,Tuesday,2,2015,5,116
1/14/2015,1,14,Wednesday,3,2015,5,126
1/15/2015,1,15,Thursday,4,2015,5,116
1/16/2015,1,16,Friday,5,2015,5,111
1/17/2015,1,17,Saturday,6,2015,5,117
1/18/2015,1,18,Sunday,7,2015,5,150
1/19/2015,1,19,Monday,1,2015,5,95
1/20/2015,1,20,Tuesday,2,2015,5,98
1/21/2015,1,21,Wednesday,3,2015,5,121
1/22/2015,1,22,Thursday,4,2015,5,111
1/23/2015,1,23,Friday,5,2015,5,135
1/24/2015,1,24,Saturday,6,2015,5,134
1/25/2015,1,25,Sunday,7,2015,5,166
1/26/2015,1,26,Monday,1,2015,5,103
1/27/2015,1,27,Tuesday,2,2015,5,134
1/28/2015,1,28,Wednesday,3,2015,5,111
1/29/2015,1,29,Thursday,4,2015,5,127
1/30/2015,1,30,Friday,5,2015,5,141
1/31/2015,1,31,Saturday,6,2015,5,135
2/1/2015,2,1,Sunday,7,2015,5,168
2/2/2015,2,2,Monday,1,2015,5,127
2/3/2015,2,3,Tuesday,2,2015,5,116
2/4/2015,2,4,Wednesday,3,2015,5,135
2/5/2015,2,5,Thursday,4,2015,5,129
2/6/2015,2,6,Friday,5,2015,5,165
2/7/2015,2,7,Saturday,6,2015,5,139
2/8/2015,2,8,Sunday,7,2015,5,184
2/9/2015,2,9,Monday,1,2015,5,112
2/10/2015,2,10,Tuesday,2,2015,5,135
2/11/2015,2,11,Wednesday,3,2015,5,123
2/12/2015,2,12,Thursday,4,2015,5,128
2/13/2015,2,13,Friday,5,2015,5,140
2/14/2015,2,14,Saturday,6,2015,5,149
2/15/2015,2,15,Sunday,7,2015,5,157
2/16/2015,2,16,Monday,1,2015,5,119
2/17/2015,2,17,Tuesday,2,2015,5,132
2/18/2015,2,18,Wednesday,3,2015,5,130
2/19/2015,2,19,Thursday,4,2015,5,153
2/20/2015,2,20,Friday,5,2015,5,140
2/21/2015,2,21,Saturday,6,2015,5,153
2/22/2015,2,22,Sunday,7,2015,5,148
2/23/2015,2,23,Monday,1,2015,5,113
2/24/2015,2,24,Tuesday,2,2015,5,134
2/25/2015,2,25,Wednesday,3,2015,5,118
2/26/2015,2,26,Thursday,4,2015,5,145
2/27/2015,2,27,Friday,5,2015,5,145
2/28/2015,2,28,Saturday,6,2015,5,152
3/1/2015,3,1,Sunday,7,2015,5,221
3/2/2015,3,2,Monday,1,2015,5,133
3/3/2015,3,3,Tuesday,2,2015,5,176
3/4/2015,3,4,Wednesday,3,2015,5,149
3/5/2015,3,5,Thursday,4,2015,5,151
3/6/2015,3,6,Friday,5,2015,5,181
3/7/2015,3,7,Saturday,6,2015,5,197
3/8/2015,3,8,Sunday,7,2015,5,211
3/9/2015,3,9,Monday,1,2015,5,121
3/10/2015,3,10,Tuesday,2,2015,5,155
3/11/2015,3,11,Wednesday,3,2015,5,158
3/12/2015,3,12,Thursday,4,2015,5,160
3/13/2015,3,13,Friday,5,2015,5,181
3/14/2015,3,14,Saturday,6,2015,5,195
3/15/2015,3,15,Sunday,7,2015,5,172
3/16/2015,3,16,Monday,1,2015,5,129
3/17/2015,3,17,Tuesday,2,2015,5,134
3/18/2015,3,18,Wednesday,3,2015,5,140
3/19/2015,3,19,Thursday,4,2015,5,167
3/20/2015,3,20,Friday,5,2015,5,177
3/21/2015,3,21,Saturday,6,2015,5,190
3/22/2015,3,22,Sunday,7,2015,5,205
3/23/2015,3,23,Monday,1,2015,5,117
3/24/2015,3,24,Tuesday,2,2015,5,137
3/25/2015,3,25,Wednesday,3,2015,5,175
3/26/2015,3,26,Thursday,4,2015,5,153
3/27/2015,3,27,Friday,5,2015,5,170
3/28/2015,3,28,Saturday,6,2015,5,185
3/29/2015,3,29,Sunday,7,2015,5,182
3/30/2015,3,30,Monday,1,2015,5,112
3/31/2015,3,31,Tuesday,2,2015,5,174
4/1/2015,4,1,Wednesday,3,2015,5,175
4/2/2015,4,2,Thursday,4,2015,5,179
4/3/2015,4,3,Friday,5,2015,5,223
4/4/2015,4,4,Saturday,6,2015,5,213
4/5/2015,4,5,Sunday,7,2015,5,257
4/6/2015,4,6,Monday,1,2015,5,175
4/7/2015,4,7,Tuesday,2,2015,5,169
4/8/2015,4,8,Wednesday,3,2015,5,171
4/9/2015,4,9,Thursday,4,2015,5,167
4/10/2015,4,10,Friday,5,2015,5,204
4/11/2015,4,11,Saturday,6,2015,5,225
4/12/2015,4,12,Sunday,7,2015,5,226
4/13/2015,4,13,Monday,1,2015,5,159
4/14/2015,4,14,Tuesday,2,2015,5,219
4/15/2015,4,15,Wednesday,3,2015,5,184
4/16/2015,4,16,Thursday,4,2015,5,206
4/17/2015,4,17,Friday,5,2015,5,206
4/18/2015,4,18,Saturday,6,2015,5,230
4/19/2015,4,19,Sunday,7,2015,5,228
4/20/2015,4,20,Monday,1,2015,5,147
4/21/2015,4,21,Tuesday,2,2015,5,211
4/22/2015,4,22,Wednesday,3,2015,5,182
4/23/2015,4,23,Thursday,4,2015,5,186
4/24/2015,4,24,Friday,5,2015,5,200
4/25/2015,4,25,Saturday,6,2015,5,211
4/26/2015,4,26,Sunday,7,2015,5,232
4/27/2015,4,27,Monday,1,2015,5,158
4/28/2015,4,28,Tuesday,2,2015,5,190
4/29/2015,4,29,Wednesday,3,2015,5,169
4/30/2015,4,30,Thursday,4,2015,5,191
5/1/2015,5,1,Friday,5,2015,5,227
5/2/2015,5,2,Saturday,6,2015,5,250
5/3/2015,5,3,Sunday,7,2015,5,248
5/4/2015,5,4,Monday,1,2015,5,168
5/5/2015,5,5,Tuesday,2,2015,5,166
5/6/2015,5,6,Wednesday,3,2015,5,175
5/7/2015,5,7,Thursday,4,2015,5,199
5/8/2015,5,8,Friday,5,2015,5,233
5/9/2015,5,9,Saturday,6,2015,5,230
5/10/2015,5,10,Sunday,7,2015,5,246
5/11/2015,5,11,Monday,1,2015,5,167
5/12/2015,5,12,Tuesday,2,2015,5,193
5/13/2015,5,13,Wednesday,3,2015,5,176
5/14/2015,5,14,Thursday,4,2015,5,194
5/15/2015,5,15,Friday,5,2015,5,210
5/16/2015,5,16,Saturday,6,2015,5,215
5/17/2015,5,17,Sunday,7,2015,5,257
5/18/2015,5,18,Monday,1,2015,5,154
5/19/2015,5,19,Tuesday,2,2015,5,193
5/20/2015,5,20,Wednesday,3,2015,5,199
5/21/2015,5,21,Thursday,4,2015,5,194
5/22/2015,5,22,Friday,5,2015,5,214
5/23/2015,5,23,Saturday,6,2015,5,273
5/24/2015,5,24,Sunday,7,2015,5,225
5/25/2015,5,25,Monday,1,2015,5,165
5/26/2015,5,26,Tuesday,2,2015,5,186
5/27/2015,5,27,Wednesday,3,2015,5,174
5/28/2015,5,28,Thursday,4,2015,5,206
5/29/2015,5,29,Friday,5,2015,5,211
5/30/2015,5,30,Saturday,6,2015,5,216
5/31/2015,5,31,Sunday,7,2015,5,235
6/1/2015,6,1,Monday,1,2015,5,157
6/2/2015,6,2,Tuesday,2,2015,5,201
6/3/2015,6,3,Wednesday,3,2015,5,208
6/4/2015,6,4,Thursday,4,2015,5,194
6/5/2015,6,5,Friday,5,2015,5,215
6/6/2015,6,6,Saturday,6,2015,5,250
6/7/2015,6,7,Sunday,7,2015,5,240
6/8/2015,6,8,Monday,1,2015,5,194
6/9/2015,6,9,Tuesday,2,2015,5,212
6/10/2015,6,10,Wednesday,3,2015,5,188
6/11/2015,6,11,Thursday,4,2015,5,235
6/12/2015,6,12,Friday,5,2015,5,273
6/13/2015,6,13,Saturday,6,2015,5,231
6/14/2015,6,14,Sunday,7,2015,5,288
6/15/2015,6,15,Monday,1,2015,5,166
6/16/2015,6,16,Tuesday,2,2015,5,184
6/17/2015,6,17,Wednesday,3,2015,5,197
6/18/2015,6,18,Thursday,4,2015,5,208
6/19/2015,6,19,Friday,5,2015,5,224
6/20/2015,6,20,Saturday,6,2015,5,253
6/21/2015,6,21,Sunday,7,2015,5,273
6/22/2015,6,22,Monday,1,2015,5,171
6/23/2015,6,23,Tuesday,2,2015,5,212
6/24/2015,6,24,Wednesday,3,2015,5,206
6/25/2015,6,25,Thursday,4,2015,5,221
6/26/2015,6,26,Friday,5,2015,5,232
6/27/2015,6,27,Saturday,6,2015,5,262
6/28/2015,6,28,Sunday,7,2015,5,275
6/29/2015,6,29,Monday,1,2015,5,180
6/30/2015,6,30,Tuesday,2,2015,5,222
7/1/2015,7,1,Wednesday,3,2015,5,224
7/2/2015,7,2,Thursday,4,2015,5,238
7/3/2015,7,3,Friday,5,2015,5,241
7/4/2015,7,4,Saturday,6,2015,5,269
7/5/2015,7,5,Sunday,7,2015,5,291
7/6/2015,7,6,Monday,1,2015,5,206
7/7/2015,7,7,Tuesday,2,2015,5,211
7/8/2015,7,8,Wednesday,3,2015,5,226
7/9/2015,7,9,Thursday,4,2015,5,238
7/10/2015,7,10,Friday,5,2015,5,260
7/11/2015,7,11,Saturday,6,2015,5,266
7/12/2015,7,12,Sunday,7,2015,5,275
7/13/2015,7,13,Monday,1,2015,5,195
7/14/2015,7,14,Tuesday,2,2015,5,210
7/15/2015,7,15,Wednesday,3,2015,5,205
7/16/2015,7,16,Thursday,4,2015,5,246
7/17/2015,7,17,Friday,5,2015,5,258
7/18/2015,7,18,Saturday,6,2015,5,275
7/19/2015,7,19,Sunday,7,2015,5,254
7/20/2015,7,20,Monday,1,2015,5,183
7/21/2015,7,21,Tuesday,2,2015,5,224
7/22/2015,7,22,Wednesday,3,2015,5,252
7/23/2015,7,23,Thursday,4,2015,5,223
7/24/2015,7,24,Friday,5,2015,5,244
7/25/2015,7,25,Saturday,6,2015,5,265
7/26/2015,7,26,Sunday,7,2015,5,271
7/27/2015,7,27,Monday,1,2015,5,186
7/28/2015,7,28,Tuesday,2,2015,5,184
7/29/2015,7,29,Wednesday,3,2015,5,224
7/30/2015,7,30,Thursday,4,2015,5,225
7/31/2015,7,31,Friday,5,2015,5,237
8/1/2015,8,1,Saturday,6,2015,5,231
8/2/2015,8,2,Sunday,7,2015,5,224
8/3/2015,8,3,Monday,1,2015,5,182
8/4/2015,8,4,Tuesday,2,2015,5,190
8/5/2015,8,5,Wednesday,3,2015,5,196
8/6/2015,8,6,Thursday,4,2015,5,199
8/7/2015,8,7,Friday,5,2015,5,251
8/8/2015,8,8,Saturday,6,2015,5,253
8/9/2015,8,9,Sunday,7,2015,5,230
8/10/2015,8,10,Monday,1,2015,5,146
8/11/2015,8,11,Tuesday,2,2015,5,166
8/12/2015,8,12,Wednesday,3,2015,5,219
8/13/2015,8,13,Thursday,4,2015,5,218
8/14/2015,8,14,Friday,5,2015,5,216
8/15/2015,8,15,Saturday,6,2015,5,219
8/16/2015,8,16,Sunday,7,2015,5,251
8/17/2015,8,17,Monday,1,2015,5,169
8/18/2015,8,18,Tuesday,2,2015,5,219
8/19/2015,8,19,Wednesday,3,2015,5,202
8/20/2015,8,20,Thursday,4,2015,5,189
8/21/2015,8,21,Friday,5,2015,5,230
8/22/2015,8,22,Saturday,6,2015,5,215
8/23/2015,8,23,Sunday,7,2015,5,238
8/24/2015,8,24,Monday,1,2015,5,164
8/25/2015,8,25,Tuesday,2,2015,5,191
8/26/2015,8,26,Wednesday,3,2015,5,198
8/27/2015,8,27,Thursday,4,2015,5,228
8/28/2015,8,28,Friday,5,2015,5,248
8/29/2015,8,29,Saturday,6,2015,5,239
8/30/2015,8,30,Sunday,7,2015,5,240
8/31/2015,8,31,Monday,1,2015,5,133
9/1/2015,9,1,Tuesday,2,2015,5,164
9/2/2015,9,2,Wednesday,3,2015,5,190
9/3/2015,9,3,Thursday,4,2015,5,179
9/4/2015,9,4,Friday,5,2015,5,200
9/5/2015,9,5,Saturday,6,2015,5,222
9/6/2015,9,6,Sunday,7,2015,5,230
9/7/2015,9,7,Monday,1,2015,5,151
9/8/2015,9,8,Tuesday,2,2015,5,162
9/9/2015,9,9,Wednesday,3,2015,5,192
9/10/2015,9,10,Thursday,4,2015,5,182
9/11/2015,9,11,Friday,5,2015,5,181
9/12/2015,9,12,Saturday,6,2015,5,218
9/13/2015,9,13,Sunday,7,2015,5,221
9/14/2015,9,14,Monday,1,2015,5,155
9/15/2015,9,15,Tuesday,2,2015,5,191
9/16/2015,9,16,Wednesday,3,2015,5,175
9/17/2015,9,17,Thursday,4,2015,5,170
9/18/2015,9,18,Friday,5,2015,5,193
9/19/2015,9,19,Saturday,6,2015,5,202
9/20/2015,9,20,Sunday,7,2015,5,218
9/21/2015,9,21,Monday,1,2015,5,149
9/22/2015,9,22,Tuesday,2,2015,5,162
9/23/2015,9,23,Wednesday,3,2015,5,199
9/24/2015,9,24,Thursday,4,2015,5,173
9/25/2015,9,25,Friday,5,2015,5,222
9/26/2015,9,26,Saturday,6,2015,5,223
9/27/2015,9,27,Sunday,7,2015,5,231
9/28/2015,9,28,Monday,1,2015,5,160
9/29/2015,9,29,Tuesday,2,2015,5,164
9/30/2015,9,30,Wednesday,3,2015,5,176
10/1/2015,10,1,Thursday,4,2015,5,176
10/2/2015,10,2,Friday,5,2015,5,174
10/3/2015,10,3,Saturday,6,2015,5,176
10/4/2015,10,4,Sunday,7,2015,5,215
10/5/2015,10,5,Monday,1,2015,5,138
10/6/2015,10,6,Tuesday,2,2015,5,167
10/7/2015,10,7,Wednesday,3,2015,5,183
10/8/2015,10,8,Thursday,4,2015,5,165
10/9/2015,10,9,Friday,5,2015,5,191
10/10/2015,10,10,Saturday,6,2015,5,205
10/11/2015,10,11,Sunday,7,2015,5,221
10/12/2015,10,12,Monday,1,2015,5,159
10/13/2015,10,13,Tuesday,2,2015,5,140
10/14/2015,10,14,Wednesday,3,2015,5,145
10/15/2015,10,15,Thursday,4,2015,5,184
10/16/2015,10,16,Friday,5,2015,5,177
10/17/2015,10,17,Saturday,6,2015,5,216
10/18/2015,10,18,Sunday,7,2015,5,198
10/19/2015,10,19,Monday,1,2015,5,147
10/20/2015,10,20,Tuesday,2,2015,5,158
10/21/2015,10,21,Wednesday,3,2015,5,173
10/22/2015,10,22,Thursday,4,2015,5,203
10/23/2015,10,23,Friday,5,2015,5,187
10/24/2015,10,24,Saturday,6,2015,5,193
10/25/2015,10,25,Sunday,7,2015,5,237
10/26/2015,10,26,Monday,1,2015,5,132
10/27/2015,10,27,Tuesday,2,2015,5,172
10/28/2015,10,28,Wednesday,3,2015,5,162
10/29/2015,10,29,Thursday,4,2015,5,187
10/30/2015,10,30,Friday,5,2015,5,170
10/31/2015,10,31,Saturday,6,2015,5,210
11/1/2015,11,1,Sunday,7,2015,5,222
11/2/2015,11,2,Monday,1,2015,5,153
11/3/2015,11,3,Tuesday,2,2015,5,196
11/4/2015,11,4,Wednesday,3,2015,5,177
11/5/2015,11,5,Thursday,4,2015,5,196
11/6/2015,11,6,Friday,5,2015,5,230
11/7/2015,11,7,Saturday,6,2015,5,208
11/8/2015,11,8,Sunday,7,2015,5,235
11/9/2015,11,9,Monday,1,2015,5,132
11/10/2015,11,10,Tuesday,2,2015,5,162
11/11/2015,11,11,Wednesday,3,2015,5,176
11/12/2015,11,12,Thursday,4,2015,5,205
11/13/2015,11,13,Friday,5,2015,5,194
11/14/2015,11,14,Saturday,6,2015,5,196
11/15/2015,11,15,Sunday,7,2015,5,237
11/16/2015,11,16,Monday,1,2015,5,170
11/17/2015,11,17,Tuesday,2,2015,5,184
11/18/2015,11,18,Wednesday,3,2015,5,160
11/19/2015,11,19,Thursday,4,2015,5,200
11/20/2015,11,20,Friday,5,2015,5,202
11/21/2015,11,21,Saturday,6,2015,5,211
11/22/2015,11,22,Sunday,7,2015,5,246
11/23/2015,11,23,Monday,1,2015,5,158
11/24/2015,11,24,Tuesday,2,2015,5,177
11/25/2015,11,25,Wednesday,3,2015,5,181
11/26/2015,11,26,Thursday,4,2015,5,181
11/27/2015,11,27,Friday,5,2015,5,214
11/28/2015,11,28,Saturday,6,2015,5,230
11/29/2015,11,29,Sunday,7,2015,5,231
11/30/2015,11,30,Monday,1,2015,5,151
12/1/2015,12,1,Tuesday,2,2015,5,133
12/2/2015,12,2,Wednesday,3,2015,5,114
12/3/2015,12,3,Thursday,4,2015,5,138
12/4/2015,12,4,Friday,5,2015,5,157
12/5/2015,12,5,Saturday,6,2015,5,178
12/6/2015,12,6,Sunday,7,2015,5,185
12/7/2015,12,7,Monday,1,2015,5,113
12/8/2015,12,8,Tuesday,2,2015,5,125
12/9/2015,12,9,Wednesday,3,2015,5,123
12/10/2015,12,10,Thursday,4,2015,5,149
12/11/2015,12,11,Friday,5,2015,5,161
12/12/2015,12,12,Saturday,6,2015,5,162
12/13/2015,12,13,Sunday,7,2015,5,161
12/14/2015,12,14,Monday,1,2015,5,110
12/15/2015,12,15,Tuesday,2,2015,5,132
12/16/2015,12,16,Wednesday,3,2015,5,128
12/17/2015,12,17,Thursday,4,2015,5,144
12/18/2015,12,18,Friday,5,2015,5,133
12/19/2015,12,19,Saturday,6,2015,5,141
12/20/2015,12,20,Sunday,7,2015,5,153
12/21/2015,12,21,Monday,1,2015,5,91
12/22/2015,12,22,Tuesday,2,2015,5,141
12/23/2015,12,23,Wednesday,3,2015,5,120
12/24/2015,12,24,Thursday,4,2015,5,125
12/25/2015,12,25,Friday,5,2015,5,143
12/26/2015,12,26,Saturday,6,2015,5,198
12/27/2015,12,27,Sunday,7,2015,5,156
12/28/2015,12,28,Monday,1,2015,5,123
12/29/2015,12,29,Tuesday,2,2015,5,98
12/30/2015,12,30,Wednesday,3,2015,5,117
12/31/2015,12,31,Thursday,4,2015,5,124
1/1/2016,1,1,Friday,5,2016,5,146
1/2/2016,1,2,Saturday,6,2016,5,125
1/3/2016,1,3,Sunday,7,2016,5,154
1/4/2016,1,4,Monday,1,2016,5,93
1/5/2016,1,5,Tuesday,2,2016,5,125
1/6/2016,1,6,Wednesday,3,2016,5,110
1/7/2016,1,7,Thursday,4,2016,5,138
1/8/2016,1,8,Friday,5,2016,5,139
1/9/2016,1,9,Saturday,6,2016,5,146
1/10/2016,1,10,Sunday,7,2016,5,157
1/11/2016,1,11,Monday,1,2016,5,109
1/12/2016,1,12,Tuesday,2,2016,5,127
1/13/2016,1,13,Wednesday,3,2016,5,126
1/14/2016,1,14,Thursday,4,2016,5,133
1/15/2016,1,15,Friday,5,2016,5,143
1/16/2016,1,16,Saturday,6,2016,5,147
1/17/2016,1,17,Sunday,7,2016,5,139
1/18/2016,1,18,Monday,1,2016,5,111
1/19/2016,1,19,Tuesday,2,2016,5,119
1/20/2016,1,20,Wednesday,3,2016,5,117
1/21/2016,1,21,Thursday,4,2016,5,126
1/22/2016,1,22,Friday,5,2016,5,120
1/23/2016,1,23,Saturday,6,2016,5,144
1/24/2016,1,24,Sunday,7,2016,5,171
1/25/2016,1,25,Monday,1,2016,5,131
1/26/2016,1,26,Tuesday,2,2016,5,141
1/27/2016,1,27,Wednesday,3,2016,5,134
1/28/2016,1,28,Thursday,4,2016,5,131
1/29/2016,1,29,Friday,5,2016,5,134
1/30/2016,1,30,Saturday,6,2016,5,152
1/31/2016,1,31,Sunday,7,2016,5,175
2/1/2016,2,1,Monday,1,2016,5,108
2/2/2016,2,2,Tuesday,2,2016,5,146
2/3/2016,2,3,Wednesday,3,2016,5,135
2/4/2016,2,4,Thursday,4,2016,5,158
2/5/2016,2,5,Friday,5,2016,5,180
2/6/2016,2,6,Saturday,6,2016,5,168
2/7/2016,2,7,Sunday,7,2016,5,168
2/8/2016,2,8,Monday,1,2016,5,106
2/9/2016,2,9,Tuesday,2,2016,5,131
2/10/2016,2,10,Wednesday,3,2016,5,138
2/11/2016,2,11,Thursday,4,2016,5,147
2/12/2016,2,12,Friday,5,2016,5,140
2/13/2016,2,13,Saturday,6,2016,5,175
2/14/2016,2,14,Sunday,7,2016,5,180
2/15/2016,2,15,Monday,1,2016,5,110
2/16/2016,2,16,Tuesday,2,2016,5,141
2/17/2016,2,17,Wednesday,3,2016,5,151
2/18/2016,2,18,Thursday,4,2016,5,155
2/19/2016,2,19,Friday,5,2016,5,158
2/20/2016,2,20,Saturday,6,2016,5,166
2/21/2016,2,21,Sunday,7,2016,5,201
2/22/2016,2,22,Monday,1,2016,5,95
2/23/2016,2,23,Tuesday,2,2016,5,147
2/24/2016,2,24,Wednesday,3,2016,5,141
2/25/2016,2,25,Thursday,4,2016,5,131
2/26/2016,2,26,Friday,5,2016,5,169
2/27/2016,2,27,Saturday,6,2016,5,176
