sn,date,Month,Day,calender day,Day_C,Year ,item,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Day_C_1,Day_C_2,Day_C_3,Day_C_4,Day_C_5,Day_C_6,Day_C_7,4 days,3 days,2 days,1 day,TotalSales
6931,12/24/2016,12,24,Saturday,6,2016,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,186,170,192,180,203
6932,12/25/2016,12,25,Sunday,7,2016,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,170,192,180,203,228
6933,12/26/2016,12,26,Monday,1,2016,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,192,180,203,228,129
6934,12/27/2016,12,27,Tuesday,2,2016,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,180,203,228,129,161
6935,12/28/2016,12,28,Wednesday,3,2016,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,203,228,129,161,153
6936,12/29/2016,12,29,Thursday,4,2016,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,228,129,161,153,175
6937,12/30/2016,12,30,Friday,5,2016,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,129,161,153,175,187
6938,12/31/2016,12,31,Saturday,6,2016,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,161,153,175,187,208
6939,1/1/2017,1,1,Sunday,7,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153,175,187,208,205
6940,1/2/2017,1,2,Monday,1,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,175,187,208,205,152
6941,1/3/2017,1,3,Tuesday,2,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,187,208,205,152,152
6942,1/4/2017,1,4,Wednesday,3,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,208,205,152,152,147
6943,1/5/2017,1,5,Thursday,4,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,205,152,152,147,159
6944,1/6/2017,1,6,Friday,5,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,152,152,147,159,156
6945,1/7/2017,1,7,Saturday,6,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,152,147,159,156,184
6946,1/8/2017,1,8,Sunday,7,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147,159,156,184,192
6947,1/9/2017,1,9,Monday,1,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,159,156,184,192,116
6948,1/10/2017,1,10,Tuesday,2,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,156,184,192,116,154
6949,1/11/2017,1,11,Wednesday,3,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,184,192,116,154,184
6950,1/12/2017,1,12,Thursday,4,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,192,116,154,184,150
6951,1/13/2017,1,13,Friday,5,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,116,154,184,150,173
6952,1/14/2017,1,14,Saturday,6,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,154,184,150,173,176
6953,1/15/2017,1,15,Sunday,7,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,184,150,173,176,200
6954,1/16/2017,1,16,Monday,1,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150,173,176,200,135
6955,1/17/2017,1,17,Tuesday,2,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,173,176,200,135,155
6956,1/18/2017,1,18,Wednesday,3,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,176,200,135,155,146
6957,1/19/2017,1,19,Thursday,4,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200,135,155,146,162
6958,1/20/2017,1,20,Friday,5,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,135,155,146,162,188
6959,1/21/2017,1,21,Saturday,6,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,155,146,162,188,202
6960,1/22/2017,1,22,Sunday,7,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146,162,188,202,209
6961,1/23/2017,1,23,Monday,1,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,162,188,202,209,137
6962,1/24/2017,1,24,Tuesday,2,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,188,202,209,137,198
6963,1/25/2017,1,25,Wednesday,3,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,202,209,137,198,139
6964,1/26/2017,1,26,Thursday,4,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,209,137,198,139,143
6965,1/27/2017,1,27,Friday,5,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,137,198,139,143,165
6966,1/28/2017,1,28,Saturday,6,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,198,139,143,165,160
6967,1/29/2017,1,29,Sunday,7,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139,143,165,160,201
6968,1/30/2017,1,30,Monday,1,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,143,165,160,201,113
6969,1/31/2017,1,31,Tuesday,2,2017,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,165,160,201,113,162
6970,2/1/2017,2,1,Wednesday,3,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,160,201,113,162,178
6971,2/2/2017,2,2,Thursday,4,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,201,113,162,178,189
6972,2/3/2017,2,3,Friday,5,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,113,162,178,189,211
6973,2/4/2017,2,4,Saturday,6,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,162,178,189,211,200
6974,2/5/2017,2,5,Sunday,7,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178,189,211,200,235
6975,2/6/2017,2,6,Monday,1,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,189,211,200,235,135
6976,2/7/2017,2,7,Tuesday,2,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,211,200,235,135,167
6977,2/8/2017,2,8,Wednesday,3,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200,235,135,167,140
6978,2/9/2017,2,9,Thursday,4,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,235,135,167,140,174
6979,2/10/2017,2,10,Friday,5,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,135,167,140,174,181
6980,2/11/2017,2,11,Saturday,6,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,167,140,174,181,212
6981,2/12/2017,2,12,Sunday,7,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,174,181,212,225
6982,2/13/2017,2,13,Monday,1,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,174,181,212,225,141
6983,2/14/2017,2,14,Tuesday,2,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181,212,225,141,158
6984,2/15/2017,2,15,Wednesday,3,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,212,225,141,158,180
6985,2/16/2017,2,16,Thursday,4,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,225,141,158,180,193
6986,2/17/2017,2,17,Friday,5,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,141,158,180,193,214
6987,2/18/2017,2,18,Saturday,6,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,158,180,193,214,190
6988,2/19/2017,2,19,Sunday,7,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180,193,214,190,233
6989,2/20/2017,2,20,Monday,1,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,193,214,190,233,120
6990,2/21/2017,2,21,Tuesday,2,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,214,190,233,120,152
6991,2/22/2017,2,22,Wednesday,3,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,190,233,120,152,148
6992,2/23/2017,2,23,Thursday,4,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,233,120,152,148,197
6993,2/24/2017,2,24,Friday,5,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,120,152,148,197,195
6994,2/25/2017,2,25,Saturday,6,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,152,148,197,195,199
6995,2/26/2017,2,26,Sunday,7,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148,197,195,199,220
6996,2/27/2017,2,27,Monday,1,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,197,195,199,220,141
6997,2/28/2017,2,28,Tuesday,2,2017,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,195,199,220,141,184
6998,3/1/2017,3,1,Wednesday,3,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,199,220,141,184,202
6999,3/2/2017,3,2,Thursday,4,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,220,141,184,202,236
7000,3/3/2017,3,3,Friday,5,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,141,184,202,236,230
7001,3/4/2017,3,4,Saturday,6,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,184,202,236,230,249
7002,3/5/2017,3,5,Sunday,7,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,202,236,230,249,230
7003,3/6/2017,3,6,Monday,1,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,236,230,249,230,164
7004,3/7/2017,3,7,Tuesday,2,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,230,249,230,164,186
7005,3/8/2017,3,8,Wednesday,3,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,249,230,164,186,212
7006,3/9/2017,3,9,Thursday,4,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,230,164,186,212,208
7007,3/10/2017,3,10,Friday,5,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,164,186,212,208,228
7008,3/11/2017,3,11,Saturday,6,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,186,212,208,228,234
7009,3/12/2017,3,12,Sunday,7,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212,208,228,234,274
7010,3/13/2017,3,13,Monday,1,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,208,228,234,274,182
7011,3/14/2017,3,14,Tuesday,2,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,228,234,274,182,212
7012,3/15/2017,3,15,Wednesday,3,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,234,274,182,212,190
7013,3/16/2017,3,16,Thursday,4,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,274,182,212,190,210
7014,3/17/2017,3,17,Friday,5,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,182,212,190,210,249
7015,3/18/2017,3,18,Saturday,6,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,212,190,210,249,247
7016,3/19/2017,3,19,Sunday,7,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190,210,249,247,249
7017,3/20/2017,3,20,Monday,1,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,210,249,247,249,188
7018,3/21/2017,3,21,Tuesday,2,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,249,247,249,188,222
7019,3/22/2017,3,22,Wednesday,3,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,247,249,188,222,213
7020,3/23/2017,3,23,Thursday,4,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,249,188,222,213,221
7021,3/24/2017,3,24,Friday,5,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,188,222,213,221,263
7022,3/25/2017,3,25,Saturday,6,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,222,213,221,263,263
7023,3/26/2017,3,26,Sunday,7,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,213,221,263,263,254
7024,3/27/2017,3,27,Monday,1,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,221,263,263,254,170
7025,3/28/2017,3,28,Tuesday,2,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,263,263,254,170,199
7026,3/29/2017,3,29,Wednesday,3,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,263,254,170,199,193
7027,3/30/2017,3,30,Thursday,4,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,254,170,199,193,235
7028,3/31/2017,3,31,Friday,5,2017,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,170,199,193,235,202
7029,4/1/2017,4,1,Saturday,6,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,199,193,235,202,291
7030,4/2/2017,4,2,Sunday,7,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193,235,202,291,312
7031,4/3/2017,4,3,Monday,1,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,235,202,291,312,212
7032,4/4/2017,4,4,Tuesday,2,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,202,291,312,212,223
7033,4/5/2017,4,5,Wednesday,3,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,291,312,212,223,214
7034,4/6/2017,4,6,Thursday,4,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,312,212,223,214,244
7035,4/7/2017,4,7,Friday,5,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,212,223,214,244,250
7036,4/8/2017,4,8,Saturday,6,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,223,214,244,250,290
7037,4/9/2017,4,9,Sunday,7,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214,244,250,290,283
7038,4/10/2017,4,10,Monday,1,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,244,250,290,283,212
7039,4/11/2017,4,11,Tuesday,2,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,250,290,283,212,256
7040,4/12/2017,4,12,Wednesday,3,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,290,283,212,256,249
7041,4/13/2017,4,13,Thursday,4,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,283,212,256,249,254
7042,4/14/2017,4,14,Friday,5,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,212,256,249,254,261
7043,4/15/2017,4,15,Saturday,6,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,256,249,254,261,313
7044,4/16/2017,4,16,Sunday,7,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,249,254,261,313,288
7045,4/17/2017,4,17,Monday,1,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,254,261,313,288,208
7046,4/18/2017,4,18,Tuesday,2,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,261,313,288,208,259
7047,4/19/2017,4,19,Wednesday,3,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,313,288,208,259,278
7048,4/20/2017,4,20,Thursday,4,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,288,208,259,278,269
7049,4/21/2017,4,21,Friday,5,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,208,259,278,269,287
7050,4/22/2017,4,22,Saturday,6,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,259,278,269,287,288
7051,4/23/2017,4,23,Sunday,7,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,278,269,287,288,303
7052,4/24/2017,4,24,Monday,1,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,269,287,288,303,208
7053,4/25/2017,4,25,Tuesday,2,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,287,288,303,208,246
7054,4/26/2017,4,26,Wednesday,3,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,288,303,208,246,241
7055,4/27/2017,4,27,Thursday,4,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,303,208,246,241,263
7056,4/28/2017,4,28,Friday,5,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,208,246,241,263,293
7057,4/29/2017,4,29,Saturday,6,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,246,241,263,293,300
7058,4/30/2017,4,30,Sunday,7,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,241,263,293,300,331
7059,5/1/2017,5,1,Monday,1,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,263,293,300,331,198
7060,5/2/2017,5,2,Tuesday,2,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,293,300,331,198,274
7061,5/3/2017,5,3,Wednesday,3,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,300,331,198,274,273
7062,5/4/2017,5,4,Thursday,4,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,331,198,274,273,226
7063,5/5/2017,5,5,Friday,5,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,198,274,273,226,295
7064,5/6/2017,5,6,Saturday,6,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,274,273,226,295,347
7065,5/7/2017,5,7,Sunday,7,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,273,226,295,347,333
7066,5/8/2017,5,8,Monday,1,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,226,295,347,333,219
7067,5/9/2017,5,9,Tuesday,2,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,295,347,333,219,259
7068,5/10/2017,5,10,Wednesday,3,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,347,333,219,259,233
7069,5/11/2017,5,11,Thursday,4,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,333,219,259,233,280
7070,5/12/2017,5,12,Friday,5,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,219,259,233,280,304
7071,5/13/2017,5,13,Saturday,6,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,259,233,280,304,311
7072,5/14/2017,5,14,Sunday,7,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,233,280,304,311,347
7073,5/15/2017,5,15,Monday,1,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,280,304,311,347,192
7074,5/16/2017,5,16,Tuesday,2,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,304,311,347,192,246
7075,5/17/2017,5,17,Wednesday,3,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,311,347,192,246,253
7076,5/18/2017,5,18,Thursday,4,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,347,192,246,253,305
7077,5/19/2017,5,19,Friday,5,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,192,246,253,305,303
7078,5/20/2017,5,20,Saturday,6,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,246,253,305,303,285
7079,5/21/2017,5,21,Sunday,7,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,253,305,303,285,355
7080,5/22/2017,5,22,Monday,1,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,305,303,285,355,248
7081,5/23/2017,5,23,Tuesday,2,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,303,285,355,248,250
7082,5/24/2017,5,24,Wednesday,3,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,285,355,248,250,247
7083,5/25/2017,5,25,Thursday,4,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,355,248,250,247,256
7084,5/26/2017,5,26,Friday,5,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,248,250,247,256,304
7085,5/27/2017,5,27,Saturday,6,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,250,247,256,304,329
7086,5/28/2017,5,28,Sunday,7,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,247,256,304,329,315
7087,5/29/2017,5,29,Monday,1,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,256,304,329,315,199
7088,5/30/2017,5,30,Tuesday,2,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,304,329,315,199,255
7089,5/31/2017,5,31,Wednesday,3,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,329,315,199,255,290
7090,6/1/2017,6,1,Thursday,4,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,315,199,255,290,294
7091,6/2/2017,6,2,Friday,5,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,199,255,290,294,310
7092,6/3/2017,6,3,Saturday,6,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,255,290,294,310,321
7093,6/4/2017,6,4,Sunday,7,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,290,294,310,321,369
7094,6/5/2017,6,5,Monday,1,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,294,310,321,369,232
7095,6/6/2017,6,6,Tuesday,2,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,310,321,369,232,285
7096,6/7/2017,6,7,Wednesday,3,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,321,369,232,285,293
7097,6/8/2017,6,8,Thursday,4,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,369,232,285,293,280
7098,6/9/2017,6,9,Friday,5,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,232,285,293,280,312
7099,6/10/2017,6,10,Saturday,6,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,285,293,280,312,359
7100,6/11/2017,6,11,Sunday,7,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,293,280,312,359,347
7101,6/12/2017,6,12,Monday,1,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,280,312,359,347,252
7102,6/13/2017,6,13,Tuesday,2,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,312,359,347,252,258
7103,6/14/2017,6,14,Wednesday,3,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,359,347,252,258,242
7104,6/15/2017,6,15,Thursday,4,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,347,252,258,242,289
7105,6/16/2017,6,16,Friday,5,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,252,258,242,289,303
7106,6/17/2017,6,17,Saturday,6,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,258,242,289,303,340
7107,6/18/2017,6,18,Sunday,7,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,242,289,303,340,349
7108,6/19/2017,6,19,Monday,1,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,289,303,340,349,253
7109,6/20/2017,6,20,Tuesday,2,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,303,340,349,253,288
7110,6/21/2017,6,21,Wednesday,3,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,340,349,253,288,286
7111,6/22/2017,6,22,Thursday,4,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,349,253,288,286,290
7112,6/23/2017,6,23,Friday,5,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,253,288,286,290,300
7113,6/24/2017,6,24,Saturday,6,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,288,286,290,300,342
7114,6/25/2017,6,25,Sunday,7,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,286,290,300,342,346
7115,6/26/2017,6,26,Monday,1,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,290,300,342,346,232
7116,6/27/2017,6,27,Tuesday,2,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,300,342,346,232,277
7117,6/28/2017,6,28,Wednesday,3,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,342,346,232,277,302
